Gene names,UniProt Accession Number,direction,basis,Intensity 31578,Intensity 31580,Intensity 31579,Intensity 31581,note
Galnt2,Q6PB93,UP,treated_only,139860000.0,284230000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Gcat,O88986,UP,treated_only,48412000.0,8028400.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Gcn1l1,E9PVA8,UP,treated_only,37505000.0,339300000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Get4,Q9D1H7,UP,treated_only,17267000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Git2;Git1,Q9JLQ2;Q68FF6,UP,treated_only,4348800.0,76891000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Gkap1,Q9JMB0,UP,treated_only,0.0,11555000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Glb1l3,A2RSQ1,UP,treated_only,37686000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Glmn,Q8BZM1,UP,treated_only,8324800.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Gmppb,Q8BTZ7,UP,treated_only,36525000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Gnai2;Gnat1;Gnai3;Gnat3;Gnat2;Gnao1;Gnai1;Gnal;Gnas,P08752;P20612;Q9DC51;Q3V3I2;P50149;P18872;B2RSH2;Q8CGK7;P63094;Q6R0H7,UP,treated_only,90587000.0,75718000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Gng5,Q80SZ7,UP,treated_only,5557600.0,9903500.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Golga3,P55937,UP,on_with_treatment,5696000.0,18883000.0,0.0,0.0,"qualitative: identified in both MaxQuant sheets, but every replicate on one side reads null/zero. No fold change or p-value is statistically valid when one condition has zero variance."
Grik4,Q8BMF5,UP,treated_only,11198000.0,1168600000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Gstp1,P19157,UP,treated_only,2020800000.0,3792100000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Gstt1,Q64471,UP,treated_only,20185000.0,38256000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Gstz1,Q9WVL0,UP,treated_only,24770000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Gtf2e1,Q9D0D5,UP,treated_only,62003000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Gtf2f2,Q8R0A0,UP,treated_only,0.0,16939000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
H2-D1,P01899,UP,treated_only,888380000.0,711320000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
H2-Q8,P14430,UP,treated_only,0.0,36792000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
H2afj,Q8R1M2,UP,treated_only,145100000.0,239260000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
H3f3a;Hist1h3b;Hist1h3a;H3f3c,P84244;P84228;P68433;P02301,UP,treated_only,2820100000.0,2904000000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Hbb-b2;Hbb-b1,P02089;P02088,UP,treated_only,18881000.0,21483000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Heg1,E9Q7X6,UP,treated_only,36745000.0,58375000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Hexim1,Q8R409,UP,treated_only,5024300.0,3279800.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Hint2,Q9D0S9,UP,treated_only,8003600.0,43726000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Hist1h2bp;Hist1h2bb;Hist1h2bf;Hist1h2bk;Hist3h2ba;Hist3h2bb;Hist2h2be,Q8CGP2;Q64475;P10853;Q8CGP1;Q9D2U9;Q8CGP0;Q64524,UP,treated_only,28007000.0,4545300.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Hist2h2aa1;Hist2h2ac,Q6GSS7;Q64523,UP,treated_only,1743000000.0,2046400000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Hk2,O08528,UP,treated_only,50756000.0,25999000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Hmgb3,O54879,UP,treated_only,9884700.0,90688000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Hn1,P97825,UP,treated_only,25816000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Homer3;Homer2;Homer1,Q99JP6;Q9QWW1;Q9Z2Y3,UP,treated_only,6004600.0,3687800.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Hpdl,Q8K248,UP,treated_only,7142100.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Huwe1,Q7TMY8,UP,treated_only,24786000.0,2260000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Icoslg,Q9JHJ8,UP,treated_only,91080000.0,84422000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Idua,P48441,UP,treated_only,85174000.0,34085000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Il36a,Q9JLA2,UP,treated_only,0.0,5326300.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Iscu,Q9D7P6,UP,treated_only,14492000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Isg15,Q64339,UP,treated_only,0.0,57574000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Itgav,P43406,UP,treated_only,6262700.0,6645100.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Jam3,Q9D8B7,UP,treated_only,60571000.0,18332000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Kiaa1033,Q3UMB9,UP,treated_only,0.0,191180000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Kiaa1429,A2AIV2,UP,treated_only,0.0,58744000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Kif18b,Q6PFD6,UP,treated_only,384260000.0,23616000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Kif2b,Q8C0N1,UP,treated_only,0.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Kirrel2,Q7TSU7,UP,treated_only,296740000.0,146630000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Lamtor4,Q8CF66,UP,treated_only,20006000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Larp1,Q6ZQ58,UP,treated_only,12490000.0,6422700.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Lman2l,P59481,UP,treated_only,0.0,20788000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Lonp1,Q8CGK3,UP,treated_only,0.0,3929100.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Lrp6,O88572,UP,treated_only,0.0,8315600.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Lrrc6,O88978,UP,treated_only,91530000.0,11694000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Lrrfip1,Q3UZ39,UP,treated_only,12945000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Luc7l;Luc7l2,Q9CYI4;Q7TNC4,UP,treated_only,32272000.0,15591000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mageb4,A2A9R3,UP,treated_only,2013600.0,7700900.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Map1lc3a,Q91VR7,UP,treated_only,43110000.0,8034400.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Map2k1,P31938,UP,treated_only,3889500.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Map7,O88735,UP,treated_only,9667000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Map7d2,A2AG50,UP,treated_only,80496000.0,68971000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mapk15,Q80Y86,UP,treated_only,97052000.0,87146000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mapk9,Q9WTU6,UP,treated_only,141810000.0,122260000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Masp1,P98064,UP,treated_only,24686000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mat2b,Q99LB6,UP,treated_only,125190000.0,75566000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mbd5,B1AYB6,UP,treated_only,0.0,69899000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mblac1,Q8BWY4,UP,treated_only,4102000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mcm3,P25206,UP,treated_only,13201000.0,2719700.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mdc1,Q5PSV9,UP,treated_only,12426000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mecp2,Q9Z2D6,UP,treated_only,24644000.0,11574000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mettl10,Q9D853,UP,treated_only,24807000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mettl21A,Q9CQL0,UP,treated_only,32728000.0,18160000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mif4gd,Q3UBZ5,UP,treated_only,13536000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mlst8,Q9DCJ1,UP,treated_only,25937000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mme,Q61391,UP,on_with_treatment,21032000.0,28573000.0,0.0,0.0,"qualitative: identified in both MaxQuant sheets, but every replicate on one side reads null/zero. No fold change or p-value is statistically valid when one condition has zero variance."
Mmp13,P33435,UP,treated_only,0.0,40343000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mob1a,Q921Y0,UP,treated_only,323620000.0,141820000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mob1b,Q8BPB0,UP,treated_only,41175000.0,44136000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mob2,Q8VI63,UP,treated_only,12714000.0,23764000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mon2,Q80TL7,UP,treated_only,44644000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mrpl12,Q9DB15,UP,treated_only,5587700.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mrrf,Q9D6S7,UP,treated_only,36260000.0,28783000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mtus1,Q5HZI1,UP,treated_only,0.0,171920000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mug1;Mug2,P28665;P28666,UP,treated_only,12079000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Mut,P16332,UP,treated_only,54887000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Myh10,Q61879,UP,treated_only,0.0,1830600.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Myh14,Q6URW6,UP,treated_only,98102000.0,20676000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Myo10,F8VQB6,UP,treated_only,14498000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Myoc,O70624,UP,treated_only,0.0,163980000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Naa10,Q9QY36,UP,treated_only,8536800.0,9958700.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ncbp2,Q9CQ49,UP,treated_only,6291200.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Nckap1,P28660,UP,treated_only,57445000.0,11926000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ndrg3,Q9QYF9,UP,treated_only,23880000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ndufa2,Q9CQ75,UP,treated_only,3957900.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ndufv3,Q8BK30,UP,treated_only,13542000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Nisch,Q80TM9,UP,treated_only,0.0,4461400.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Nme4,Q9WV84,UP,treated_only,5311700.0,2871700.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Npm3,Q9CPP0,UP,on_with_treatment,0.0,40432000.0,0.0,0.0,"qualitative: identified in both MaxQuant sheets, but every replicate on one side reads null/zero. No fold change or p-value is statistically valid when one condition has zero variance."
Nrp2,O35375,UP,treated_only,0.0,13785000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Nudcd3,Q8R1N4,UP,treated_only,21607000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Nudt11;Nudt10,P0C028;P0C027,UP,treated_only,0.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Nup93,Q8BJ71,UP,treated_only,0.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Nup98,Q6PFD9,UP,treated_only,10819000.0,12080000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Nxt1;Nxt2,Q9QZV9;Q3UNA4,UP,treated_only,88515000.0,28602000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Otud6b,Q8K2H2,UP,treated_only,0.0,7112800.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Paip2,Q9D6V8,UP,treated_only,18619000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pak2;Pak3;Pak1,Q8CIN4;Q61036;O88643,UP,treated_only,126920000.0,118640000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pccb,Q99MN9,UP,treated_only,20344000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pcnp,Q6P8I4,UP,treated_only,52191000.0,78321000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pdgfa,P20033,UP,treated_only,121830000.0,89823000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pdgfrl,Q6PE55,UP,treated_only,0.0,142600000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pdlim5,Q8CI51,UP,treated_only,21705000.0,195030000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pecr,Q99MZ7,UP,treated_only,16605000.0,9552700.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Peg3,Q3URU2,UP,treated_only,83074000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pggt1b,Q8BUY9,UP,treated_only,47638000.0,51425000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Phyhd1,Q9DB26,UP,treated_only,0.0,15730000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pip,P02816,UP,treated_only,0.0,3426400.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pla2r1,Q62028,UP,treated_only,9873700.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Plg,P20918,UP,treated_only,47492000.0,20518000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pmm2,Q9Z2M7,UP,treated_only,34600000.0,65659000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Poglut1,Q8BYB9,UP,treated_only,20154000.0,9424900.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pole3,Q9JKP7,UP,treated_only,39554000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ppm1g,Q61074,UP,treated_only,1310100.0,27578000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ppp1r11,Q8K1L5,UP,treated_only,56289000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ppp1r14a,Q91VC7,UP,treated_only,22000000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ppp3ca;Ppp3cb,P63328;P48453,UP,treated_only,232190000.0,155030000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Prmt5,Q8CIG8,UP,on_with_treatment,79637000.0,18136000.0,0.0,0.0,"qualitative: identified in both MaxQuant sheets, but every replicate on one side reads null/zero. No fold change or p-value is statistically valid when one condition has zero variance."
Prpf8,Q99PV0,UP,treated_only,4934400.0,11309000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Prpsap2;Prpsap1,Q8R574;Q9D0M1,UP,treated_only,0.0,5624600.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Prss27,Q8BJR6,UP,treated_only,0.0,44492000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Psd,Q5DTT2,UP,treated_only,27225000.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Psmg3,Q9CZH3,UP,treated_only,3480600.0,0.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Ptbp1;Ptbp3,P17225;Q8BHD7,UP,treated_only,37009000.0,123530000.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
Pter,Q60866,UP,on_with_treatment,30424000.0,0.0,0.0,0.0,"qualitative: identified in both MaxQuant sheets, but every replicate on one side reads null/zero. No fold change or p-value is statistically valid when one condition has zero variance."
Ptprs,B0V2N1,UP,treated_only,0.0,6841300.0,,,"qualitative: identified in only one condition -- the protein's entire row is absent from the other MaxQuant sheet, not just zero. No fold change or p-value is statistically valid when one condition has zero data points."
